frame_id	uniform	linear_index
1.000000000000000000e+00	8.368200836820083180e-04	1.399364688431452025e-06
2.000000000000000000e+00	8.368200836820083180e-04	2.798729376862904050e-06
3.000000000000000000e+00	8.368200836820083180e-04	4.198094065294356286e-06
4.000000000000000000e+00	8.368200836820083180e-04	5.597458753725808099e-06
5.000000000000000000e+00	8.368200836820083180e-04	6.996823442157260759e-06
6.000000000000000000e+00	8.368200836820083180e-04	8.396188130588712572e-06
7.000000000000000000e+00	8.368200836820083180e-04	9.795552819020165232e-06
8.000000000000000000e+00	8.368200836820083180e-04	1.119491750745161620e-05
9.000000000000000000e+00	8.368200836820083180e-04	1.259428219588306886e-05
1.000000000000000000e+01	8.368200836820083180e-04	1.399364688431452152e-05
1.100000000000000000e+01	8.368200836820083180e-04	1.539301157274597248e-05
1.200000000000000000e+01	8.368200836820083180e-04	1.679237626117742514e-05
1.300000000000000000e+01	8.368200836820083180e-04	1.819174094960887780e-05
1.400000000000000000e+01	8.368200836820083180e-04	1.959110563804033046e-05
1.500000000000000000e+01	8.368200836820083180e-04	2.099047032647178312e-05
1.600000000000000000e+01	8.368200836820083180e-04	2.238983501490323240e-05
1.700000000000000000e+01	8.368200836820083180e-04	2.378919970333468506e-05
1.800000000000000000e+01	8.368200836820083180e-04	2.518856439176613772e-05
1.900000000000000000e+01	8.368200836820083180e-04	2.658792908019759038e-05
2.000000000000000000e+01	8.368200836820083180e-04	2.798729376862904304e-05
2.100000000000000000e+01	8.368200836820083180e-04	2.938665845706049570e-05
2.200000000000000000e+01	8.368200836820083180e-04	3.078602314549194497e-05
2.300000000000000000e+01	8.368200836820083180e-04	3.218538783392340102e-05
2.400000000000000000e+01	8.368200836820083180e-04	3.358475252235485029e-05
2.500000000000000000e+01	8.368200836820083180e-04	3.498411721078630634e-05
2.600000000000000000e+01	8.368200836820083180e-04	3.638348189921775561e-05
2.700000000000000000e+01	8.368200836820083180e-04	3.778284658764920488e-05
2.800000000000000000e+01	8.368200836820083180e-04	3.918221127608066093e-05
2.900000000000000000e+01	8.368200836820083180e-04	4.058157596451211020e-05
3.000000000000000000e+01	8.368200836820083180e-04	4.198094065294356625e-05
3.100000000000000000e+01	8.368200836820083180e-04	4.338030534137501552e-05
3.200000000000000000e+01	8.368200836820083180e-04	4.477967002980646479e-05
3.300000000000000000e+01	8.368200836820083180e-04	4.617903471823792084e-05
3.400000000000000000e+01	8.368200836820083180e-04	4.757839940666937011e-05
3.500000000000000000e+01	8.368200836820083180e-04	4.897776409510082616e-05
3.600000000000000000e+01	8.368200836820083180e-04	5.037712878353227543e-05
3.700000000000000000e+01	8.368200836820083180e-04	5.177649347196373148e-05
3.800000000000000000e+01	8.368200836820083180e-04	5.317585816039518075e-05
3.900000000000000000e+01	8.368200836820083180e-04	5.457522284882663003e-05
4.000000000000000000e+01	8.368200836820083180e-04	5.597458753725808607e-05
4.100000000000000000e+01	8.368200836820083180e-04	5.737395222568953535e-05
4.200000000000000000e+01	8.368200836820083180e-04	5.877331691412099139e-05
4.300000000000000000e+01	8.368200836820083180e-04	6.017268160255244067e-05
4.400000000000000000e+01	8.368200836820083180e-04	6.157204629098388994e-05
4.500000000000000000e+01	8.368200836820083180e-04	6.297141097941533921e-05
4.600000000000000000e+01	8.368200836820083180e-04	6.437077566784680203e-05
4.700000000000000000e+01	8.368200836820083180e-04	6.577014035627825131e-05
4.800000000000000000e+01	8.368200836820083180e-04	6.716950504470970058e-05
4.900000000000000000e+01	8.368200836820083180e-04	6.856886973314114985e-05
5.000000000000000000e+01	8.368200836820083180e-04	6.996823442157261267e-05
5.100000000000000000e+01	8.368200836820083180e-04	7.136759911000406195e-05
5.200000000000000000e+01	8.368200836820083180e-04	7.276696379843551122e-05
5.300000000000000000e+01	8.368200836820083180e-04	7.416632848686696049e-05
5.400000000000000000e+01	8.368200836820083180e-04	7.556569317529840976e-05
5.500000000000000000e+01	8.368200836820083180e-04	7.696505786372987259e-05
5.600000000000000000e+01	8.368200836820083180e-04	7.836442255216132186e-05
5.700000000000000000e+01	8.368200836820083180e-04	7.976378724059277113e-05
5.800000000000000000e+01	8.368200836820083180e-04	8.116315192902422040e-05
5.900000000000000000e+01	8.368200836820083180e-04	8.256251661745566967e-05
6.000000000000000000e+01	8.368200836820083180e-04	8.396188130588713250e-05
6.100000000000000000e+01	8.368200836820083180e-04	8.536124599431858177e-05
6.200000000000000000e+01	8.368200836820083180e-04	8.676061068275003104e-05
6.300000000000000000e+01	8.368200836820083180e-04	8.815997537118148032e-05
6.400000000000000000e+01	8.368200836820083180e-04	8.955934005961292959e-05
6.500000000000000000e+01	8.368200836820083180e-04	9.095870474804439241e-05
6.600000000000000000e+01	8.368200836820083180e-04	9.235806943647584168e-05
6.700000000000000000e+01	8.368200836820083180e-04	9.375743412490729096e-05
6.800000000000000000e+01	8.368200836820083180e-04	9.515679881333874023e-05
6.900000000000000000e+01	8.368200836820083180e-04	9.655616350177020305e-05
7.000000000000000000e+01	8.368200836820083180e-04	9.795552819020165232e-05
7.100000000000000000e+01	8.368200836820083180e-04	9.935489287863310160e-05
7.200000000000000000e+01	8.368200836820083180e-04	1.007542575670645509e-04
7.300000000000000000e+01	8.368200836820083180e-04	1.021536222554960001e-04
7.400000000000000000e+01	8.368200836820083180e-04	1.035529869439274630e-04
7.500000000000000000e+01	8.368200836820083180e-04	1.049523516323589122e-04
7.600000000000000000e+01	8.368200836820083180e-04	1.063517163207903615e-04
7.700000000000000000e+01	8.368200836820083180e-04	1.077510810092218108e-04
7.800000000000000000e+01	8.368200836820083180e-04	1.091504456976532601e-04
7.900000000000000000e+01	8.368200836820083180e-04	1.105498103860847229e-04
8.000000000000000000e+01	8.368200836820083180e-04	1.119491750745161721e-04
8.100000000000000000e+01	8.368200836820083180e-04	1.133485397629476214e-04
8.200000000000000000e+01	8.368200836820083180e-04	1.147479044513790707e-04
8.300000000000000000e+01	8.368200836820083180e-04	1.161472691398105200e-04
8.400000000000000000e+01	8.368200836820083180e-04	1.175466338282419828e-04
8.500000000000000000e+01	8.368200836820083180e-04	1.189459985166734321e-04
8.600000000000000000e+01	8.368200836820083180e-04	1.203453632051048813e-04
8.700000000000000000e+01	8.368200836820083180e-04	1.217447278935363306e-04
8.800000000000000000e+01	8.368200836820083180e-04	1.231440925819677799e-04
8.900000000000000000e+01	8.368200836820083180e-04	1.245434572703992427e-04
9.000000000000000000e+01	8.368200836820083180e-04	1.259428219588306784e-04
9.100000000000000000e+01	8.368200836820083180e-04	1.273421866472621412e-04
9.200000000000000000e+01	8.368200836820083180e-04	1.287415513356936041e-04
9.300000000000000000e+01	8.368200836820083180e-04	1.301409160241250398e-04
9.400000000000000000e+01	8.368200836820083180e-04	1.315402807125565026e-04
9.500000000000000000e+01	8.368200836820083180e-04	1.329396454009879383e-04
9.600000000000000000e+01	8.368200836820083180e-04	1.343390100894194012e-04
9.700000000000000000e+01	8.368200836820083180e-04	1.357383747778508640e-04
9.800000000000000000e+01	8.368200836820083180e-04	1.371377394662822997e-04
9.900000000000000000e+01	8.368200836820083180e-04	1.385371041547137625e-04
1.000000000000000000e+02	8.368200836820083180e-04	1.399364688431452253e-04
1.010000000000000000e+02	8.368200836820083180e-04	1.413358335315766611e-04
1.020000000000000000e+02	8.368200836820083180e-04	1.427351982200081239e-04
1.030000000000000000e+02	8.368200836820083180e-04	1.441345629084395596e-04
1.040000000000000000e+02	8.368200836820083180e-04	1.455339275968710224e-04
1.050000000000000000e+02	8.368200836820083180e-04	1.469332922853024853e-04
1.060000000000000000e+02	8.368200836820083180e-04	1.483326569737339210e-04
1.070000000000000000e+02	8.368200836820083180e-04	1.497320216621653838e-04
1.080000000000000000e+02	8.368200836820083180e-04	1.511313863505968195e-04
1.090000000000000000e+02	8.368200836820083180e-04	1.525307510390282823e-04
1.100000000000000000e+02	8.368200836820083180e-04	1.539301157274597452e-04
1.110000000000000000e+02	8.368200836820083180e-04	1.553294804158911809e-04
1.120000000000000000e+02	8.368200836820083180e-04	1.567288451043226437e-04
1.130000000000000000e+02	8.368200836820083180e-04	1.581282097927540794e-04
1.140000000000000000e+02	8.368200836820083180e-04	1.595275744811855423e-04
1.150000000000000000e+02	8.368200836820083180e-04	1.609269391696170051e-04
1.160000000000000000e+02	8.368200836820083180e-04	1.623263038580484408e-04
1.170000000000000000e+02	8.368200836820083180e-04	1.637256685464799036e-04
1.180000000000000000e+02	8.368200836820083180e-04	1.651250332349113393e-04
1.190000000000000000e+02	8.368200836820083180e-04	1.665243979233428022e-04
1.200000000000000000e+02	8.368200836820083180e-04	1.679237626117742650e-04
1.210000000000000000e+02	8.368200836820083180e-04	1.693231273002057007e-04
1.220000000000000000e+02	8.368200836820083180e-04	1.707224919886371635e-04
1.230000000000000000e+02	8.368200836820083180e-04	1.721218566770685993e-04
1.240000000000000000e+02	8.368200836820083180e-04	1.735212213655000621e-04
1.250000000000000000e+02	8.368200836820083180e-04	1.749205860539315249e-04
1.260000000000000000e+02	8.368200836820083180e-04	1.763199507423629606e-04
1.270000000000000000e+02	8.368200836820083180e-04	1.777193154307944235e-04
1.280000000000000000e+02	8.368200836820083180e-04	1.791186801192258592e-04
1.290000000000000000e+02	8.368200836820083180e-04	1.805180448076573220e-04
1.300000000000000000e+02	8.368200836820083180e-04	1.819174094960887848e-04
1.310000000000000000e+02	8.368200836820083180e-04	1.833167741845202205e-04
1.320000000000000000e+02	8.368200836820083180e-04	1.847161388729516834e-04
1.330000000000000000e+02	8.368200836820083180e-04	1.861155035613831191e-04
1.340000000000000000e+02	8.368200836820083180e-04	1.875148682498145819e-04
1.350000000000000000e+02	8.368200836820083180e-04	1.889142329382460447e-04
