# DATA=SAXS
q=0.0028139300000000001 3.84101400000000023e-02 7.58559720000000041e-03
q=0.0030888999999999999 3.18030899999999991e-02 6.06448140000000017e-03
q=0.0033638800000000001 4.25982599999999989e-02 5.01565568999999978e-03
q=0.0036388599999999998 3.32860680000000020e-02 4.19709855000000021e-03
q=0.0039138300000000001 3.41258340000000007e-02 3.59482680000000002e-03
q=0.0041888100000000003 3.65130420000000025e-02 3.04067508000000018e-03
q=0.0044637799999999997 3.58459620000000020e-02 2.73230663999999993e-03
q=0.0047387599999999998 3.20725229999999986e-02 2.41575678000000016e-03
q=0.00501374 3.05654219999999983e-02 2.23509998999999989e-03
q=0.0052887100000000003 3.71257560000000028e-02 2.27276247000000008e-03
q=0.0055636899999999996 3.68357699999999968e-02 2.04943295999999997e-03
q=0.0058386599999999999 3.51104399999999997e-02 1.97205678000000016e-03
q=0.00611364 3.65286479999999969e-02 1.80530513999999998e-03
q=0.0063886200000000002 3.34699229999999986e-02 1.70172872999999991e-03
q=0.0066635899999999996 3.44779890000000006e-02 1.63518341999999996e-03
q=0.0070760550000000004 3.67608254999999967e-02 1.08042646152999998e-03
q=0.0076260099999999999 3.35291850000000030e-02 9.70700838167999971e-04
q=0.0081759599999999995 3.63085574999999980e-02 9.13965377249999992e-04
q=0.0087259099999999999 3.37609902000000003e-02 8.53659320193000037e-04
q=0.0092758649999999995 3.22778796000000034e-02 7.87594489658999947e-04
q=0.0098258200000000007 3.37333201500000027e-02 7.54147167360000033e-04
q=0.010375799999999999 3.44743169999999974e-02 7.27495376933999949e-04
q=0.0109257 3.27687239999999991e-02 6.78779657703000041e-04
q=0.0114757 3.24950860499999966e-02 6.50521383444000009e-04
q=0.012025599999999999 3.18161001000000013e-02 6.28406796797999949e-04
q=0.012575599999999999 3.22276446000000008e-02 6.14177813627999974e-04
q=0.013263 3.09941008002000001e-02 4.76366986747000013e-04
q=0.014087933333 3.16067332002000004e-02 4.59214311174999991e-04
q=0.0149129 3.07224832997999991e-02 4.41554443198999996e-04
q=0.0157378 3.06244561998000007e-02 4.28198876997000000e-04
q=0.016562733332999999 2.95171441998000016e-02 4.11948606159999995e-04
q=0.017387666667 3.00264709997999993e-02 4.01299629593000003e-04
q=0.018212599999999999 2.83768216002000008e-02 3.87213737948999997e-04
q=0.019175000000000001 2.87045888249999985e-02 3.26312698352999983e-04
q=0.020274899999999998 2.72195070749999997e-02 3.11328514842999977e-04
q=0.021374799999999999 2.69793302250000006e-02 3.04329094114000006e-04
q=0.022474725000000001 2.59613357999999989e-02 2.91997855205999987e-04
q=0.023574624999999998 2.58886786500000000e-02 2.84858565565000027e-04
q=0.024674524999999999 2.49277264499999998e-02 2.75967617306000000e-04
q=0.025911920000000001 2.38182576600000015e-02 2.37745367655999999e-04
q=0.0272868 2.24427621600000009e-02 2.29785095992999990e-04
q=0.028661679999999998 2.11585872600000002e-02 2.21186797443000013e-04
q=0.03003656 2.02273690800000017e-02 2.14075110920000004e-04
q=0.031548933332999997 1.94245544501999989e-02 1.88543480903000012e-04
q=0.033198766667000001 1.79979960497999997e-02 1.81713077764999992e-04
q=0.034848650000000002 1.67510383998000015e-02 1.75062682783000005e-04
q=0.036498500000000003 1.51704940001999994e-02 1.68807877258000006e-04
q=0.038285842856999999 1.42120658141000004e-02 1.51005333604000010e-04
q=0.040210671428999999 1.28438210571000001e-02 1.46960411954999995e-04
q=0.042135514286 1.14883364999999998e-02 1.45648309598000000e-04
q=0.044060342857000001 1.02951791141000001e-02 1.39065101138999991e-04
q=0.046122662500000002 8.88836351250000059e-03 1.23726773614000010e-04
q=0.048322474999999997 7.65525299999999988e-03 1.22557359321999996e-04
q=0.050522274999999998 6.52969319999999968e-03 1.27412304363000006e-04
q=0.052859577778000003 5.33047466660999981e-03 1.20771153207999997e-04
q=0.055334366667 4.21292356664000004e-03 1.09810895157000005e-04
q=0.057946629999999999 3.48760490999999988e-03 9.77684047541999945e-05
q=0.060696399999999998 2.47022783999999987e-03 9.27384862307999998e-05
q=0.063446150000000007 1.86401226000000001e-03 8.84842383099000002e-05
q=0.066333409090999995 1.45320698180000010e-03 8.10173252448000055e-05
q=0.069358136363999998 1.29269421821000003e-03 7.94061476115000004e-05
q=0.072520374999999998 1.05593884997999998e-03 7.38085356033000016e-05
q=0.075820075000000001 1.20755590002000006e-03 7.21013287388999998e-05
q=0.079257284615000007 1.50663140770999990e-03 6.79077121578000018e-05
q=0.082831969231000002 1.89455702306999996e-03 6.66651384422999954e-05
q=0.08654415 2.37375092140999994e-03 6.31299329168999934e-05
q=0.090393821429000001 2.95543797858999983e-03 6.22012748858999950e-05
q=0.09438096 3.58750999997999986e-03 6.07486891221000025e-05
q=0.098643018750000006 3.97800382499999966e-03 5.76834165381000019e-05
q=0.1030425 4.54636184999999970e-03 5.63261185929000020e-05
q=0.10758 5.00736420001999995e-03 5.58094910001000010e-05
q=0.11239177777999999 5.37149764982999996e-03 5.58935797440000007e-05
q=0.1173415 5.49024236661000038e-03 5.21975837340000020e-05
q=0.12242857895000001 5.45602938941999998e-03 4.92090323022999977e-05
q=0.1277905 5.22752218499999977e-03 4.64202730273999975e-05
q=0.13342766667 5.00287584286000005e-03 4.39849978624999975e-05
q=0.13933950000000001 4.67894770907999972e-03 4.17291489962999982e-05
q=0.14552652174 4.38762202175000011e-03 3.97208548002000029e-05
q=0.15185100000000001 4.00858980000000018e-03 3.88235519067999966e-05
q=0.15831283333000001 3.84026323752000021e-03 3.72166012535000016e-05
q=0.16505 3.62536906799999998e-03 3.68075140777999977e-05
q=0.17206153846 3.42677787693000018e-03 3.66493890669000022e-05
q=0.17948610713999999 3.31399839641000017e-03 3.38619221769000006e-05
q=0.18732299999999999 3.12834914480999982e-03 3.28403454159999992e-05
q=0.19543456667 2.92031014997999995e-03 3.21036699081999992e-05
q=0.20382145161000001 2.49302707742000019e-03 3.12943977175000017e-05
q=0.21248325000000001 2.09475774375000000e-03 3.03159637119999996e-05
q=0.22155749999999999 1.69647240001000003e-03 2.97022071986000009e-05
q=0.231044 1.37892036858999994e-03 3.04490152409999999e-05
q=0.24080569444 1.06506487500000009e-03 2.91571341364999985e-05
